ID_Caso,AST_Claude,AST_GPT,AST_Gemini
Case_138_APG_SINTETICO_5_BUG,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close
Case_070_OSMTracker_SINTETICO_5_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
Case_229_ChatSecure_SINTETICO_1_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
Case_164_Zxing_SINTETICO_3_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_close
Case_138_APG_SINTETICO_2_BUG,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close
Case_165_Zxing_SINTETICO_5_BUG,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_Other MethodCall_close,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_Other MethodCall_close
Case_220_ChatSecure_SINTETICO_4_BUG,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other
Case_265_Hacker News_SINTETICO_8_BUG,TryStatement HasResources_ImplicitClose MethodCall_Other CatchClause MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other CatchClause MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other CatchClause MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other CatchClause MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other CatchClause MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other CatchClause MethodCall_Other
Case_291_Bankdroid_SINTETICO_2_BUG,TryStatement MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,TryStatement MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other
Case_089_Wordpress_SINTETICO_9_BUG,MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other,MethodCall_close MethodCall_Other MethodCall_Other MethodCall_Other,MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other
Case_269_K-9 Mail_SINTETICO_3_BUG,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other
Case_089_Wordpress_SINTETICO_4_BUG,MethodCall_Other MethodCall_Other TryStatement CatchClause MethodCall_Other,MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other,MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other
Case_048_Owncloud_SINTETICO_1_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
Case_287_Cgeo_SINTETICO_2_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other TryStatement MethodCall_close CatchClause TryStatement MethodCall_close CatchClause,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other
Case_281_K-9 Mail_SINTETICO_11_BUG,MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_release,MethodCall_Other TryStatement HasResources_ImplicitClose HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_release
Case_214_Xabber_SINTETICO_4_BUG,MethodCall_Other TryStatement MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other CatchClause MethodCall_Other,MethodCall_Other TryStatement MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other CatchClause MethodCall_Other,MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other CatchClause MethodCall_Other
Case_276_VLC_SINTETICO_6_BUG,TryStatement HasResources_ImplicitClose HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_close,ERRO_SINTAXE,TryStatement HasResources_ImplicitClose HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_close
Case_133_Transdroid_SINTETICO_1_BUG,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,ERRO_SINTAXE
Case_078_IRCCloud_SINTETICO_1_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
Case_156_SipDroid_SINTETICO_5_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_Other MethodCall_release MethodCall_release,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_Other CatchClause MethodCall_Other MethodCall_release MethodCall_release,ERRO_SINTAXE
Case_116_ChatSecure_SINTETICO_11_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other
Case_136_CSipSimple_SINTETICO_1_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
Case_171_CallMeter_SINTETICO_4_BUG,MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_release,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_release,MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_release
Case_006_AnkiDroid_SINTETICO_8_BUG,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_close MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other
Case_269_K-9 Mail_SINTETICO_2_BUG,TryStatement HasResources_ImplicitClose MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other
Case_169_K-9 Mail_SINTETICO_7_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_close CatchClause MethodCall_Other TryStatement MethodCall_close CatchClause MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other
Case_228_ChatSecure_SINTETICO_10_BUG,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other,ERRO_SINTAXE
Case_284_Bitcoin-wallet_SINTETICO_10_BUG,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
Case_133_Transdroid_SINTETICO_5_BUG,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,ERRO_SINTAXE
Case_098_Wordpress_SINTETICO_2_BUG,MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other,MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other,ERRO_SINTAXE
Case_078_IRCCloud_SINTETICO_10_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,ERRO_SINTAXE
Case_100_Wordpress_SINTETICO_10_BUG,ERRO_SINTAXE,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,ERRO_SINTAXE
Case_093_Wordpress_SINTETICO_3_BUG,MethodCall_Other,MethodCall_Other MethodCall_close MethodCall_Other MethodCall_close,ERRO_SINTAXE
Case_206_CycleStreets_SINTETICO_6_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_close CatchClause MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,ERRO_SINTAXE
